id,title,category,source,url,asking_price_aud,revenue_aud,ebitda_aud,location,lat,lon,ownership,days_on_market,date_listed,notes,contact,score,features
Seek Business-5387446,murphys creek caravan park on prime real estate!huge ...,Mixed,Seek Business,https://www.seekbusiness.com.au/business-listing/murphys-creek-caravan-park-on-prime-real-estate-huge-price-reduction/436573,30.0,,,AU,,,Unknown,0,2025-11-06,"... sites within an amazing natural bush setting near Toowoomba, QLD. A very ... Construction Carpentry business for sale after 30 years.. Perth WA 6000.",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-5412931,"256 businesses for sale in Ingham, QLD 4850",Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-caravan-park/in-ingham-qld-4850,256.0,,,AU,,,Unknown,0,2025-11-06,"Want to be your own boss? View 256 Caravan Park businesses and franchises for sale in Ingham, QLD 4850, within a radius of 5km on SEEK Business and turn ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-5903420,Caravan Park Businesses and Franchises for sale in Airlie ...,Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-caravan-park/in-airlie-beach-qld-4802-or-regional-qld,2.0,,,AU,,,Unknown,0,2025-11-06,"Want to be your own boss? View 2 Caravan Park businesses and franchises for sale in Airlie Beach, QLD 4802 and Regional QLD, within a radius of 5km on SEEK ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-8138333,"274 businesses for sale in Yeppoon, QLD 4703",Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-caravan-park/in-yeppoon-qld-4703,274.0,,,AU,,,Unknown,0,2025-11-06,"274 businesses for sale ; Red Rooster Drive-Thru Franchise Opportunity in Yeppoon, QLD – Join the Flock. Red Rooster · $647,000 ; Fully Promoted – B2B Branded ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-9328402,22 Accommodation & Tourism businesses for sale in ...,Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-accommodation-and-tourism/in-regional-qld,22.0,,,AU,,,Unknown,0,2025-11-06,22 businesses for sale · 36129 - PROFITABLE COUNTRY PUB AND CARAVAN PARK - FREE HOLD INCLUDED · 35662 Beachfront Holiday Park - 10% Share Opportunity in Prime ...,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-5313462,8 Car Wash businesses for sale in Queensland,Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-car-wash/in-queensland,8.0,,,AU,,,Unknown,0,2025-11-06,"8 businesses for sale · 36087 ESTABLISHED CAR WASH & TYRE SHOP - NORTH BRISBANE · 7 ELEVEN PETROL STATION, CARWASH & CONVENIENCE STORE FOR SALE.",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-620440,Car Wash Businesses and Franchises for sale in Brisbane,Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-car-wash/in-brisbane-qld,5.0,,,AU,,,Unknown,0,2025-11-06,"5 businesses for sale ; Perfect Entry into the Booming Carwash Industry – Minimal Owner Involvement. Benchmark Business Sales and Valuations · Willawong, QLD 4110.",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-8473176,Car Wash Businesses and Franchises for sale in Cairns ...,Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-car-wash/in-cairns-central-qld-4870,340.0,,,AU,,,Unknown,0,2025-11-06,"Want to be your own boss? View 340 Car Wash businesses and franchises for sale in Cairns Central, QLD 4870, within a radius of 5km on SEEK Business and turn ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-2328499,Car Wash Businesses and Franchises for sale,Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-car-wash,61.0,,,AU,,,Unknown,0,2025-11-06,Want to be your own boss? View 61 Car Wash businesses and franchises for sale on SEEK Business and turn your dreams into reality.,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-2586570,"342 businesses for sale in Townsville, QLD 4810",Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/between-300000-2000000/within-car-wash/in-townsville-qld-4810,342.0,,,AU,,,Unknown,0,2025-11-06,"Want to be your own boss? View 342 Car Wash businesses and franchises for sale in Townsville, QLD 4810, within a radius of 5km on SEEK Business and turn ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-3112312,Car Wash Businesses and Franchise Resale for sale in ...,Mixed,Seek Business,"https://www.seekbusiness.com.au/businesses-for-sale/within-car-wash/in-brisbane-airport-qld-4008?opp=2,3",600.0,,,AU,,,Unknown,0,2025-11-06,"Want to be your own boss? View 600 Car Wash businesses and franchise resale for sale in Brisbane Airport, QLD 4008, within a radius of 5km on SEEK Business ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-5585923,2 Car Wash businesses for sale in Queensland,Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-car-wash/in-queensland?d=14,2.0,,,AU,,,Unknown,0,2025-11-06,"Want to be your own boss? View 2 Car Wash businesses and franchises for sale in Queensland, within a radius of 5km on SEEK Business and turn your dreams ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-9252721,"173 businesses for sale in Noosa Heads, QLD 4567",Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-car-wash/in-noosa-heads-qld-4567,173.0,,,AU,,,Unknown,0,2025-11-06,"Want to be your own boss? View 173 Car Wash businesses and franchises for sale in Noosa Heads, QLD 4567, within a radius of 5km on SEEK Business and turn ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-4280555,"295 businesses for sale in Bundaberg, QLD 4670",Mixed,Seek Business,https://www.seekbusiness.com.au/businesses-for-sale/within-car-wash/in-bundaberg-qld-4670,295.0,,,AU,,,Unknown,0,2025-11-06,"Want to be your own boss? View 295 Car Wash businesses and franchises for sale in Bundaberg, QLD 4670, within a radius of 5km on SEEK Business and turn your ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
Seek Business-6337440,"High-performing Car Wash For Sale – Busy Maryborough, Qld ...",Mixed,Seek Business,https://www.seekbusiness.com.au/business-listing/high-performing-car-wash-for-sale-busy-maryborough-qld-location/758380,11.0,,,AU,,,Unknown,0,2025-11-06,"High-performing Car Wash For Sale – Busy Maryborough, Qld Location. Save this business. Today, 11:19am. Location: Maryborough 4650 > Regional QLD > Queensland.",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-3838372,Pubs For Sale in Queensland 6 Available To Buy Now,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/pubs-for-sale-in-queensland,6.0,,,AU,,,Unknown,0,2025-11-06,Explore our extensive collection of pubs for sale in Queensland. Find a secure and profitable investment in a classic and inviting ...,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-8024908,"Bars For Sale in Queensland, 26 Available To Buy Now",Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/bars-for-sale-in-queensland,26.0,,,AU,,,Unknown,0,2025-11-06,Looking to own a piece of Queensland's vibrant nightlife? Discover your perfect opportunity with our extensive list of bars for sale.,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-7608079,Hotels and Pubs for sale in Queensland,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/hotels-and-pubs-for-sale-in-queensland,21.0,,,AU,,,Unknown,0,2025-11-06,Browse Hotels and Pubs for sale in Queensland. Search BusinessesForSale.com's 21 Hotels and Pubs available in Queensland.,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-7831044,Pubs For Sale in Australia 28 Available To Buy Now,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/pubs-for-sale,28.0,,,AU,,,Unknown,0,2025-11-06,Explore our extensive collection of pubs for sale in Australia. Find a secure and profitable investment in a classic and inviting ...,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-1762451,Freehold Pubs For Sale in Australia 3 Available To Buy Now,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/freehold-pubs-for-sale,3.0,,,AU,,,Unknown,0,2025-11-06,"Pubs For Sale In Australia · Old Mundulla Hotel · Historic Royal Mail Hotel, Hungerford, QLD · Hidden Heritage Oasis Awaits · Sign up to our free newsletter!",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-1979122,Buy an Iconic Qld Country Pub,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/iconic-qld-country-pub-for-sale.aspx,356.0,,,AU,,,Unknown,0,2025-11-06,"... For Sale in Quilpie. Listing ID: 3562628; Seller ref: 21563. Iconic Qld Country Pub For Sale. Quilpie, Queensland, Australia. Asking Price: $1,700,000 (AUD).",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-8962813,Pubs For Sale in Torrens Creek 1 Available To Buy Now,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/pubs-for-sale-in-torrens-creek,1.0,,,AU,,,Unknown,0,2025-11-06,"Explore our extensive collection of pubs for sale in Torrens Creek. Find a secure and profitable investment in a classic and inviting hospitality business, ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-1303954,"Page 2 | Hotels and Pubs For Sale in Australia, buy a ...",Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/hotels-and-pubs-for-sale-2,2.0,,,AU,,,Unknown,0,2025-11-06,Page 2 | Browse Hotels and Pubs for sale in Australia. Search BusinessesForSale.com's 102 Hotels and Pubs available in Australia.,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-4558617,Buy a Freehold Country Hotel And Motel With Residence,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/freehold-country-hotel-and-motel-with-residence-alpha-qld-for-sale.aspx,,,,AU,,,Unknown,0,2025-11-06,The Alpha Hotel Motel AND the adjacent historic Criterion Hotel are for sale and negotiable. Buy one or ask for a great deal for both!,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-511907,"Bars For Sale in Australia, 167 Available To Buy Now",Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/bars-for-sale-3,167.0,,,AU,,,Unknown,0,2025-11-06,Looking to own a piece of Australia's vibrant nightlife? Discover your perfect opportunity with our extensive list of bars for sale.,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-2170688,Camping and Caravan Parks For Sale In Queensland,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/camping-and-caravan-parks-for-sale-in-queensland,,,,AU,,,Unknown,0,2025-11-06,Explore our diverse range of camping and caravan parks for sale in Queensland. Find a secure and profitable investment in a thriving ...,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-9472558,Camping and Caravan Parks For Sale In Australia,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/camping-and-caravan-parks-for-sale,,,,AU,,,Unknown,0,2025-11-06,Explore our diverse range of camping and caravan parks for sale in Australia. Find a secure and profitable investment in a thriving ...,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-444287,Far North Queensland Coastal Tropical Caravan Tourist Park,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/far-north-queensland-coastal-tropical-caravan-tourist-park-896cpl-for-sale.aspx,896.0,,,AU,,,Unknown,0,2025-11-06,"Far North Queensland Coastal Tropical Caravan Tourist Park - 896cpl For Sale. Cardwell, Queensland, Australia. Asking Price: LEASEHOLD $900,000 (AUD). Sales ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-4210064,RV Parks For Sale In Queensland,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/rv-parks-for-sale-in-queensland,6.0,,,AU,,,Unknown,0,2025-11-06,Browse RV Parks for sale in Queensland. Search BusinessesForSale.com's 6 RV Parks available in Queensland.,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-7066285,Holiday Businesses For Sale In Queensland,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/holiday-businesses-for-sale-in-queensland,8.0,,,AU,,,Unknown,0,2025-11-06,Browse Holiday Businesses for sale in Queensland. Search BusinessesForSale.com's 8 Holiday Businesses available in Queensland.,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-3834128,35662 Beachfront Holiday Park 10% Share Opportunity In ...,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/35662-beachfront-holiday-park-10-share-opportunity-in-prime-location-for-sale.aspx,356.0,,,AU,,,Unknown,0,2025-11-06,35662 Beachfront Holiday Park 10% Share Opportunity In Prime Location For Sale · Prime beachfront setting with direct beach access and panoramic views.,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-6449357,Hidden Heritage Oasis Awaits For Sale,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/hidden-heritage-oasis-awaits.aspx,186.0,,,AU,,,Unknown,0,2025-11-06,"For Sale. The Prince Alfred Hotel, known as the Gundy Pub & Caravan Park, is an iconic establishment with a rich legacy dating back to 1868.",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-1695220,RV Parks For Sale In Australia,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/rv-parks-for-sale,15.0,,,AU,,,Unknown,0,2025-11-06,Browse RV Parks for sale in Australia. Search BusinessesForSale.com's 15 RV Parks available in Australia.,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-5115496,Owner Managed Camping and Caravan Parks for sale in ...,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/owner-managed-camping-and-caravan-parks-for-sale-in-queensland,1.0,,,AU,,,Unknown,0,2025-11-06,Browse Owner Managed Camping and Caravan Parks for sale in Queensland. Search BusinessesForSale.com's 1 Camping and Caravan Parks available in Queensland.,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-274129,"Hotels For Sale in Queensland, 19 Available To Buy Now",Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/hotels-for-sale-in-queensland,19.0,,,AU,,,Unknown,0,2025-11-06,Find your next venture by exploring our selection of hotels for sale in Queensland. ... Hotel - Freehold - Restaurant - Caravan Park - Cabins ...,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-2056664,Car Wash and Valet Businesses For Sale In Australia,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/car-wash-and-valet-businesses-for-sale,5000.0,,,AU,,,Unknown,0,2025-11-06,"Car Wash and Valet Businesses For Sale In Australia ; hand car wash big. Car Wash. Bentleigh. Taking $5,000 Per Week. 6 Days. Closed Sundays.",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-5055595,New and Used Car Sale Businesses and Car Wash and Valet ...,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/new-and-used-car-sale-businesses-and-car-wash-and-valet-businesses-for-sale,500000.0,,,AU,,,Unknown,0,2025-11-06,Coin-Operated Car Wash for Sale - Mornington Peninsula Shire area. FREEHOLD + Business | $500K Annual Takings ...,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-7921667,Vehicle Related Businesses for sale in Queensland,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/vehicle-related-businesses-for-sale-in-queensland-4,351.0,,,AU,,,Unknown,0,2025-11-06,Vehicle Related Businesses for sale in Queensland ... 35107 Profitable Car Wash & Detailing Business. Location: Queensland ... Queensland ...,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-3388935,Vehicle Related Businesses For Sale In Brisbane,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/vehicle-related-businesses-for-sale-in-brisbane,,,,AU,,,Unknown,0,2025-11-06,Drive into the thriving automotive industry with a vast selection of vehicle-related businesses for sale in Brisbane.,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-6389502,Car Wash and Valet Businesses for sale,Mixed,BusinessesForSale,https://www.businessesforsale.com/search/car-wash-and-valet-businesses-for-sale-4,76.0,,,AU,,,Unknown,0,2025-11-06,Car Wash and Valet Businesses for sale. Showing 76 - 100 of 220. Coin-Operated Car Wash For Sale - Mornington Peninsula Shire. Location ...,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-3117268,Auto Repair Businesses For Sale In Australia,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/auto-repair-businesses-for-sale-4,600000.0,,,AU,,,Unknown,0,2025-11-06,"Auto Repair Businesses For Sale In Australia ; profitable mechanic business for. Price: $600,000 + SAV. Categories: Automotive. Prime Mid ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-6672193,Commercial Cleaning Businesses For Sale In Queensland,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/commercial-cleaning-businesses-for-sale-in-queensland,,,,AU,,,Unknown,0,2025-11-06,Invest in a clean and profitable future. Explore a wide range of commercial cleaning businesses for sale in Queensland.,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-3305758,Services Businesses For Sale In Queensland,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/services-businesses-for-sale-in-queensland-16,16.0,,,AU,,,Unknown,0,2025-11-06,"Page 16 | Browse Services Businesses for sale in Queensland ... Car Wash & Tyre Shop - North Brisbane. Location: Aspley, Queensland ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-3708942,Transportation Related Manufacturing Businesses For Sale ...,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/transportation-related-manufacturing-businesses-for-sale,,,,AU,,,Unknown,0,2025-11-06,Ready to get your business moving? Explore our listings of transportation-related manufacturing businesses for sale in Australia.,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
BusinessesForSale-1706130,Transportation Businesses For Sale In Australia,Mixed,BusinessesForSale,https://australia.businessesforsale.com/australian/search/low-cost-transportation-businesses-for-sale,,,,AU,,,Unknown,0,2025-11-06,"Find a wide range of logistics, trucking, and delivery businesses for sale, from established fleets to small courier operations. ... car wash ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
AnyBusiness-6499316,Bars/Nightclubs for sale in Queensland,Mixed,AnyBusiness,https://www.anybusiness.com.au/bars-nightclubs-for-sale/qld,,,,AU,,,Unknown,0,2025-11-06,"Thriving Bar Nightclub for Sale in the Heart of Cairns, QLD This is a rare opportunity to own a highly successful and vibrant bar nightclub located in the ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
AnyBusiness-3076258,Motel Businesses for sale in Queensland,Mixed,AnyBusiness,https://www.anybusiness.com.au/motel-for-sale/qld,,,,AU,,,Unknown,0,2025-11-06,"With a variety of motels for sale, from cozy roadside inns to luxurious boutique accommodations, AnyBusiness provides the perfect platform to find your next ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
AnyBusiness-8402026,Bars & Nightclubs For Sale in Brisbane QLD 4000,Mixed,AnyBusiness,https://www.anybusiness.com.au/bars-nightclubs-for-sale/qld/brisbane-4000,400.0,,,AU,,,Unknown,0,2025-11-06,"Exciting Bar/Restaurant with strong profit, systems! Everton Park |. Bars/Nightclubs for sale in Everton Park.",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
AnyBusiness-2923461,Bars For Sale in El Arish QLD 4855,Mixed,AnyBusiness,https://www.anybusiness.com.au/bars-for-sale/qld/el-arish-4855,485.0,,,AU,,,Unknown,0,2025-11-06,Nestled between Mission Beach and Innisfail your future awaits. Queensland |. Food/Beverage for sale in Queensland.,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
AnyBusiness-7046035,Bars For Sale in Hervey Bay Dc QLD 4655,Mixed,AnyBusiness,https://www.anybusiness.com.au/bars-for-sale/qld/hervey-bay-dc-4655,465.0,,,AU,,,Unknown,0,2025-11-06,"Unique cafe for sale in the heart of Hervey Bay, the gateway to Fraser Island This business values their commitment to service, freshness and convenience. Key ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
AnyBusiness-8162558,Hotels For Sale in Wondai QLD 4606,Mixed,AnyBusiness,https://www.anybusiness.com.au/hotel-for-sale/qld/wondai-4606,460.0,,,AU,,,Unknown,0,2025-11-06,FOR SALE: Australia's Highest Whisky Bar The Bunya Mountains Tavern An Iconic Hospitality Opportunity in a Truly Magical Setting Australia's highest whisky bar ...,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
AnyBusiness-8116897,Hotels For Sale in Maryborough QLD 4650,Mixed,AnyBusiness,https://www.anybusiness.com.au/hotel-for-sale/qld/maryborough-4650,100.0,,,AU,,,Unknown,0,2025-11-06,"... Hotel Freehold - Historic Qld Pub with Caravan park, cabins & beer garden. - KH1009. Queensland |. Hotel Businesses for sale in Queensland. $1,495,000. Hotel ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
AnyBusiness-9944968,Businesses for Sale in Tully Heads QLD,Mixed,AnyBusiness,https://www.anybusiness.com.au/business-for-sale/qld/tully-heads-4854,107.0,,,AU,,,Unknown,0,2025-11-06,"REDUCED! Freehold Tavern, Hotel, Bar, Accom | ID: 1072 · Hotel Businesses for sale in Hull Heads. $1,100,000 +SAV · Geoff. Call · Ask Geoff about this business.",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
AnyBusiness-2296923,Businesses for Sale in Goomeri QLD,Mixed,AnyBusiness,https://www.anybusiness.com.au/business-for-sale/qld/goomeri-4601,,,,AU,,,Unknown,0,2025-11-06,FOR SALE: Australia's Highest Whisky Bar The Bunya Mountains Tavern An Iconic Hospitality Opportunity in a Truly Magical Setting Australia's highest whisky bar ...,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
AnyBusiness-1885128,Bars For Sale in Redland Bay QLD 4165,Mixed,AnyBusiness,https://www.anybusiness.com.au/bars-for-sale/qld/redland-bay-4165,416.0,,,AU,,,Unknown,0,2025-11-06,"TURNKEY HIGH-END BAR FOR SALE Strong Profits, and Stunning Fit-Out *Prime Location with Excellent Visibility *Beautifully Designed Bar For ...",,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
AnyBusiness-7924804,Caravan Parks for Sale in Queensland,Mixed,AnyBusiness,https://www.anybusiness.com.au/caravan-park-for-sale/qld,,,,AU,,,Unknown,0,2025-11-06,Caravan Parks for Sale in Queensland. Search suburb or postcode.,,0.295,"{'margin': 0.0, 'price_to_ebitda': 0, 'recency': 1.0, 'freehold': 0.3, 'category': 0.5, 'proximity': 0.5}"
